1,0.70,0.02,0.65,0.04,0.84,0.10,1
2,0.70,0.02,0.66,0.00,0.82,0.00,1
3,0.70,0.02,0.66,0.04,0.82,0.00,1
4,0.70,0.03,0.66,0.06,0.82,0.00,1
5,0.70,0.03,0.69,0.00,0.82,0.00,1
6,0.70,0.02,0.69,0.00,0.82,0.00,1
7,0.70,0.02,0.69,0.00,0.82,0.00,1
8,0.69,0.00,0.68,0.04,0.82,0.00,1
9,0.70,0.03,0.69,0.00,0.82,0.00,1
10,0.70,0.03,0.66,0.00,0.82,0.00,1
11,0.70,0.03,0.66,0.04,0.82,0.00,1
12,0.70,0.03,0.67,0.04,0.81,0.03,1
13,0.70,0.03,0.68,0.04,0.81,0.04,1
14,0.71,0.03,0.68,0.04,0.82,0.00,1
15,0.70,0.03,0.69,0.00,0.82,0.00,1
16,0.70,0.03,0.66,0.04,0.82,0.00,1
17,0.70,0.03,0.64,0.04,0.82,0.00,1
18,0.70,0.03,0.63,0.06,0.82,0.00,1
19,0.72,0.05,0.60,0.00,0.82,0.00,1
20,0.72,0.03,0.53,0.15,0.82,0.00,1
21,0.72,0.03,0.44,0.08,0.82,0.00,1
22,0.72,0.03,0.43,0.00,0.82,0.00,1
23,0.72,0.03,0.43,0.00,0.82,0.00,1
24,0.72,0.03,0.46,0.00,0.82,0.00,1
25,0.72,0.03,0.46,0.06,0.82,0.00,1
26,0.72,0.03,0.47,0.08,0.82,0.00,1
27,0.72,0.03,0.50,0.08,0.82,0.00,1
28,0.72,0.03,0.56,0.10,0.84,0.10,1
29,0.72,0.05,0.60,0.00,0.82,0.00,1
30,0.72,0.05,0.60,0.00,0.82,0.00,1
31,0.73,0.06,0.59,0.04,0.84,0.10,1
32,0.73,0.06,0.56,0.04,0.84,0.10,1
33,0.72,0.05,0.55,0.04,0.84,0.10,1
34,0.72,0.03,0.56,0.04,0.84,0.10,1
35,0.73,0.05,0.54,0.06,0.87,0.10,1
36,0.73,0.05,0.51,0.10,0.85,0.11,1
37,0.74,0.03,0.51,0.00,0.82,0.00,1
38,0.74,0.03,0.56,0.04,0.84,0.10,1
39,0.73,0.05,0.58,0.04,0.85,0.10,1
40,0.73,0.05,0.58,0.04,0.84,0.10,1
41,0.74,0.03,0.60,0.00,0.84,0.10,1
42,0.74,0.03,0.55,0.11,0.82,0.00,1
43,0.74,0.03,0.51,0.07,0.86,0.11,1
44,0.74,0.03,0.54,0.06,0.87,0.10,1
45,0.74,0.03,0.44,0.19,0.82,0.00,1
46,0.74,0.02,0.43,0.00,0.83,0.06,1
47,0.74,0.02,0.42,0.04,0.82,0.00,1
48,0.74,0.02,0.34,0.04,0.84,0.10,1
49,0.74,0.02,0.39,0.10,0.86,0.11,1
50,0.74,0.03,0.39,0.13,0.84,0.10,1
51,0.74,0.03,0.38,0.11,0.82,0.00,1
52,0.74,0.03,0.46,0.11,0.82,0.00,1
53,0.74,0.02,0.51,0.04,0.81,0.04,1
54,0.74,0.02,0.46,0.06,0.82,0.00,1
55,0.75,0.00,0.43,0.09,0.82,0.00,1
56,0.75,0.00,0.39,0.10,0.82,0.00,1
57,0.74,0.02,0.37,0.11,0.82,0.00,1
58,0.74,0.02,0.38,0.10,0.82,0.00,1
59,0.74,0.03,0.35,0.04,0.82,0.00,1
60,0.74,0.03,0.37,0.09,0.82,0.00,1
61,0.74,0.03,0.36,0.08,0.82,0.00,1
62,0.74,0.03,0.41,0.04,0.81,0.03,1
63,0.73,0.03,0.42,0.22,0.84,0.10,1
64,0.74,0.03,0.50,0.13,0.82,0.00,1
65,0.74,0.03,0.47,0.10,0.84,0.10,1
66,0.74,0.02,0.44,0.10,0.82,0.00,1
67,0.75,0.00,0.45,0.07,0.82,0.00,1
68,0.74,0.02,0.45,0.04,0.82,0.00,1
69,0.75,0.00,0.43,0.00,0.82,0.00,1
70,0.74,0.02,0.44,0.04,0.82,0.00,1
71,0.75,0.00,0.11,0.00,0.82,0.00,1
72,0.74,0.02,0.27,0.16,0.82,0.00,1
73,0.75,0.00,0.30,0.04,0.82,0.00,1
74,0.74,0.03,0.37,0.09,0.84,0.10,1
75,0.74,0.03,0.26,0.19,0.82,0.00,1
76,0.74,0.02,0.39,0.08,0.82,0.00,1
77,0.75,0.00,0.39,0.63,0.82,0.00,1
78,0.74,0.02,0.29,0.27,0.82,0.00,1
79,0.74,0.03,0.47,0.23,0.84,0.10,1
80,0.75,0.00,0.39,0.08,0.82,0.00,1
81,0.74,0.02,0.37,0.06,0.82,0.00,1
82,0.75,0.00,0.26,0.23,0.82,0.00,1
83,0.75,0.00,0.39,0.19,0.82,0.00,1
84,0.75,0.00,0.51,0.11,0.84,0.10,1
85,0.75,0.00,0.52,0.04,0.87,0.10,1
86,0.75,0.00,0.51,0.00,0.89,0.00,1
87,0.75,0.00,0.49,0.07,0.89,0.00,1
88,0.75,0.00,0.46,0.06,0.84,0.10,1
89,0.75,0.00,0.47,0.10,0.87,0.10,1
90,0.75,0.00,0.45,0.07,0.84,0.10,1
91,0.75,0.00,0.51,0.00,0.84,0.10,1
92,0.75,0.00,0.51,0.00,0.86,0.08,1
93,0.75,0.00,0.51,0.00,0.87,0.09,1
94,0.75,0.00,0.51,0.00,0.86,0.11,1
95,0.75,0.00,0.51,0.00,0.83,0.07,1
96,0.75,0.00,0.56,0.04,0.87,0.10,1
97,0.75,0.00,0.51,0.00,0.89,0.03,1
98,0.75,0.00,0.51,0.00,0.87,0.10,1
99,0.75,0.00,0.51,0.00,0.87,0.10,1
100,0.75,0.00,0.51,0.00,0.87,0.10,1
101,0.75,0.00,0.51,0.00,0.89,0.00,1
102,0.75,0.00,0.54,0.07,0.87,0.10,1
103,0.75,0.00,0.58,0.04,0.87,0.09,1
104,0.75,0.00,0.58,0.04,0.85,0.10,1
105,0.75,0.00,0.56,0.04,0.89,0.03,1
106,0.75,0.00,0.54,0.04,0.87,0.09,1
107,0.75,0.00,0.51,0.00,0.87,0.10,1
108,0.75,0.00,0.51,0.00,0.84,0.10,1
