1,0.29,0.24,0.27,0.37,0.41,0.48,0.35,0.33,0.28,0.28,0.24,0.65,0.54,1.00,0.63,0.57,0.84,0.72,0.54,0.46,0.42,2
2,0.36,0.80,0.54,0.62,0.58,0.58,0.73,0.71,0.56,0.43,0.41,0.36,0.38,0.45,0.39,0.15,0.43,0.53,0.60,0.51,0.80,1
3,0.44,0.32,0.62,0.67,0.59,0.61,0.68,0.60,0.47,0.41,0.19,0.35,0.51,0.28,0.35,0.53,0.41,0.46,0.40,0.34,0.48,0
4,0.58,0.50,0.72,0.40,0.46,0.51,0.47,0.79,0.78,0.70,0.58,0.63,0.51,0.40,0.34,0.41,0.45,0.26,0.72,0.29,0.63,1
5,0.62,0.51,0.52,0.34,0.62,0.36,0.50,0.67,0.77,0.56,0.60,0.71,0.68,0.44,0.38,0.29,0.33,0.41,0.37,0.34,0.41,1
6,0.46,0.56,0.62,0.43,0.22,0.35,0.41,0.45,0.56,0.70,0.67,0.66,0.74,0.53,0.44,0.61,0.25,0.46,0.50,0.22,0.54,2
7,0.58,0.61,0.40,0.55,0.43,0.53,0.58,0.57,0.64,0.74,0.91,0.55,0.68,0.50,0.26,0.42,0.42,0.46,0.40,0.41,0.58,1
8,0.43,0.33,0.34,0.44,0.16,0.11,0.43,0.38,0.45,0.40,0.48,0.62,0.53,0.67,0.66,0.46,0.46,0.33,0.25,0.48,0.40,2
9,0.31,0.30,0.37,0.40,0.40,0.31,0.29,0.50,0.45,0.38,0.51,0.81,0.59,0.67,0.56,0.70,0.65,0.54,0.73,0.45,0.48,2
10,0.36,0.61,0.26,0.55,0.40,0.30,0.35,0.62,0.53,0.67,0.79,0.95,0.33,0.57,0.32,0.25,0.42,0.36,0.23,0.49,0.68,2
11,0.48,0.29,0.63,0.64,0.66,0.57,0.56,0.71,0.42,0.55,0.46,0.50,0.26,0.32,0.55,0.47,0.27,0.45,0.34,0.38,0.36,0
12,0.64,0.40,0.39,0.84,0.72,0.65,0.71,0.65,0.49,0.38,0.49,0.30,0.44,0.37,0.22,0.30,0.39,0.53,0.54,0.27,0.56,0
13,0.33,0.80,0.61,0.71,0.64,0.61,0.58,0.68,0.59,0.56,0.37,0.42,0.33,0.32,0.44,0.19,0.40,0.36,0.49,0.45,0.41,1
14,0.31,0.54,0.58,0.75,0.55,0.57,0.66,0.68,0.72,0.43,0.39,0.49,0.46,0.12,0.09,0.31,0.34,0.50,0.39,0.40,0.55,1
15,0.71,0.51,0.43,0.48,0.43,0.29,0.44,0.44,0.46,0.44,0.51,0.60,0.58,0.42,0.50,0.53,0.50,0.56,0.70,0.32,0.46,2
16,0.39,0.39,0.51,0.23,0.37,0.50,0.27,0.49,0.37,0.34,0.25,0.46,0.46,0.69,0.61,0.71,0.67,0.43,0.48,0.65,0.54,0
17,0.62,0.29,0.22,0.47,0.38,0.41,0.45,0.54,0.39,0.40,0.52,0.69,0.82,0.53,0.50,0.52,0.54,0.80,0.31,0.44,0.37,2
18,0.45,0.78,0.42,0.44,0.36,0.15,0.40,0.51,0.61,0.42,0.77,0.79,0.48,0.53,0.46,0.45,0.39,0.59,0.59,0.59,0.58,2
19,0.26,0.39,0.41,0.55,0.35,0.40,0.39,0.38,0.30,0.34,0.38,0.45,0.56,0.78,0.78,0.87,0.79,0.76,0.58,0.56,0.26,0
20,0.31,0.42,0.48,0.29,0.46,0.43,0.43,0.63,0.50,0.69,0.52,0.77,0.42,0.46,0.26,0.40,0.52,0.34,0.26,0.42,0.29,1
21,0.33,0.28,0.55,0.37,0.24,0.45,0.26,0.32,0.21,0.16,0.28,0.44,0.68,0.71,0.88,0.85,0.64,0.77,0.66,0.59,0.50,2
22,0.59,0.56,0.40,0.31,0.41,0.34,0.24,0.36,0.35,0.22,0.33,0.46,0.57,0.51,0.79,0.76,0.77,0.76,0.45,0.71,0.45,0
23,0.50,0.41,0.32,0.27,0.22,0.26,0.13,0.32,0.59,0.58,0.46,0.60,0.84,0.78,0.66,0.75,0.55,0.75,0.58,0.44,0.45,2
24,0.24,0.63,0.70,0.62,0.74,0.72,0.64,0.64,0.74,0.67,0.48,0.41,0.44,0.33,0.21,0.35,0.21,0.33,0.17,0.76,0.46,1
25,0.51,0.59,0.49,0.35,0.39,0.21,0.29,0.38,0.53,0.54,0.56,0.65,0.61,0.65,0.53,0.49,0.54,0.48,0.53,0.53,0.61,2
26,0.33,0.47,0.49,0.33,0.64,0.39,0.56,0.69,0.35,0.44,0.33,0.47,0.53,0.51,0.55,0.56,0.48,0.50,0.54,0.40,0.44,0
27,0.51,0.51,0.55,0.60,0.49,0.57,0.50,0.63,0.39,0.54,0.24,0.36,0.60,0.50,0.46,0.23,0.44,0.40,0.67,0.52,0.39,0
28,0.63,0.43,0.63,0.42,0.36,0.56,0.61,0.78,0.68,0.61,0.78,0.42,0.54,0.39,0.37,0.34,0.42,0.41,0.29,0.51,0.51,1
29,0.31,0.62,0.45,0.52,0.35,0.30,0.34,0.42,0.52,0.44,0.54,0.54,0.73,0.66,0.52,0.54,0.34,0.65,0.50,0.61,0.54,2
30,0.60,0.51,0.58,0.46,0.63,0.43,0.39,0.66,0.77,0.66,0.58,0.69,0.55,0.30,0.37,0.36,0.30,0.45,0.56,0.43,0.26,1
31,0.36,0.41,0.26,0.25,0.39,0.40,0.55,0.57,0.75,0.83,0.74,0.56,0.71,0.71,0.32,0.34,0.37,0.52,0.28,0.35,0.40,2
32,0.39,0.52,0.98,0.72,0.69,0.73,0.81,0.64,0.66,0.41,0.22,0.38,0.18,0.09,0.04,0.30,0.35,0.40,0.31,0.62,0.56,0
33,0.49,0.65,0.39,0.38,0.79,0.63,0.71,0.67,0.55,0.38,0.01,0.30,0.32,0.23,0.28,0.24,0.37,0.47,0.52,0.69,0.48,0
34,0.34,0.59,0.73,0.91,0.85,0.80,0.82,0.71,0.60,0.49,0.17,0.24,0.28,0.10,0.19,0.24,0.40,0.38,0.43,0.33,0.60,0
35,0.51,0.65,0.39,0.40,0.19,0.37,0.27,0.39,0.38,0.29,0.45,0.47,0.55,0.80,0.66,0.86,0.55,0.59,0.35,0.64,0.73,2
36,0.69,0.38,0.43,0.33,0.44,0.34,0.39,0.45,0.45,0.48,0.51,0.24,0.77,0.66,0.60,0.77,0.63,0.86,0.60,0.57,0.37,2
37,0.20,0.46,0.61,0.57,0.40,0.29,0.28,0.29,0.33,0.58,0.32,0.52,0.53,0.76,0.66,0.58,0.90,0.75,0.51,0.61,0.40,2
38,0.59,0.66,0.58,0.37,0.44,0.34,0.30,0.63,0.57,0.60,0.39,0.53,0.72,0.63,0.53,0.34,0.60,0.61,0.64,0.66,0.49,2
